OC(c1n[nH]cc1)=O,3.84
NC(CC(N1)=O)C1=O,9
CN(CC(N1)=O)C1=O,11.4
[O-]c(cc1)nnc1[O-],13
[O-]c(cc1)[nH+]nc1O,5.73
[O-]c1cc(O)nc[nH+]1,5.4
[O-][N+](c1ccc[nH]1)=O,10.6
[O-]c([nH+]cnc1)c1O,1.99
Oc(cc1)n[nH+]c1O,-2.2
[NH3+]C(CC(N1)=O)C1=O,5.9
[O-]c(ncnc1)c1O,11.61
[O-]c(ncnc1)c1O,7.48
CC(c1n[nH]cc1)=O,11.85
Nc(nccc1)c1O,9.5
CC(n1nccc1)=O,3.16
NC(C1NCCC1)=O,8.82
CC(n1cncc1)=O,3.6
O=CN1CCNCC1,7.98
COc1cnncc1,3.7
COc1nccnc1,0.75
COc1nnccc1,2.52
COc1ncncc1,2.5
Cc1cc([O-])[nH+]cn1,2.15
Cc1nc([O-])[nH+]cc1,3.15
C[n+](cccn1)c1[O-],2.5
C[n+](cncc1)c1[O-],1.84
Nc(cc1)cc[n+]1[O-],3.61
C[n+]1nccc(O)c1,1.74
N[n+](cccc1)c1O,2.1
Cc1cc([O-])ncn1,9
C[n+](ccnc1)c1O,-0.04
C[n+](cc1)cnc1O,1.91
Cc1ccnc([O-])n1,9.8
Nc(cccc1)[n+]1O,2.67
CCc1nsc(O)n1,6.89
COc1cnc(N)s1,4.98
[O-]c1ccnc([S-])n1,12.7
Oc1ccnc([Se-])[nH+]1,7.18
[O-]c1ccnc([S-])[nH+]1,7.75
NCc1ccccc1,9.36
NCC1CCCCC1,10.52
Cc1cccc(N)c1,4.7
Cc(cc1)ccc1N,5.04
CC(CCCC1)C1=N,9.38
Cc(cccc1)c1N,4.45
C[C@H](CCCC1)[C@H]1N,10.6
C[C@@H](CCCC1)[C@H]1N,10.62
C1CCCNCCC1,10.78
Cc1cncc(C)c1,6.15
Cc1c(C)cncc1,6.53
C=Cc1ccncc1,5.62
CCc1ccncc1,5.94
C=Cc1ncccc1,4.92
CCc1ncccc1,5.98
Cc1cccnc1C,6.57
Cc1cnc(C)cc1,6.4
Cc1c[nH]c(C)c1C,3.94
Cc1cccc(C)n1,6.85
C[C@H]1N[C@@H](C)CCC1,10.99
CN=C1CCCCC1,9.43
CNc1ccccc1,4.8
CCN1CCCCC1,10.68
CC1C(C)=CN(C)C1,9.6
CN1CCCCCC1,10.96
CCN1C(C)=CCC1,11.88
CCN1C(C)CCC1,10.6
CC(C)N1CCCC1,11.22
CC1=CCCCN1C,11.42
CC1N(C)CCCC1,10.26
C=Cc1cccnc1,4.87
CCc1cccnc1,5.57
Cc1cc(C)ncc1,6.77
CCC1N(C)CCC1,9.78
Clc1cc(Cl)cnc1,0.55
SC(N1CCCC1)=S,2.97
Nc(cccc1)c1Cl,2.64
Nc(cccc1)c1F,2.96
Nc(cccc1)c1Br,2.4
CN(C=C1)C=CC1=S,1.36
Nc1cccc(Cl)c1,3.59
Nc1cccc(F)c1,3.41
Nc1cccc(I)c1,3.59
Nc1cccc(Br)c1,3.41
CSc1cnccc1,4.45
CSc1ncccc1,3.62
CSc1ccncc1,5.97
Nc(cc1)ccc1Cl,3.96
Nc(cc1)ccc1F,4.64
Nc(cc1)ccc1I,3.79
Nc(cc1)ccc1Br,3.79
C[n+]1cccc(S)c1,2.27
C[n+](cccc1)c1S,-1.42
OC(c1ccc[nH]1)=O,-0.65
OC(c1ccc[nH]1)=O,4.35
O=C(CCC1)NC1=O,11.43
OC(c1c[nH]cc1)=O,4.98
O/N=C\c1ccco1,10.82
O/N=C/c1ccco1,10.85
[O-][n+]1cccc(O)c1,6.4
[O-]c1cc([O-])ncc1,13
[O-]c(cc[nH+]c1)c1O,9.6
[O-][n+](cc1)ccc1O,5.76
[O-]c(cccc1)[n+]1O,5.98
[O-]c1[nH+]ccc(O)c1,6.5
OC(C1[NH2+]CCC1)=O,1.99
OC(C1[NH2+]CCC1)=O,1.94
[O-]C(C1NCCC1)=O,10.61
[O-]C(C1NCCC1)=O,10.56
Oc1cc(O)[nH+]cc1,1.37
Oc(cc[nH+]c1)c1O,3.6
[O-]C(C1CNCC1)=O,10.72
OC(C1C[NH2+]CC1)=O,3.38
Oc(cccc1)[n+]1O,-0.71
O[N+](C1=CC=CC1)=O,3.25
Oc(cc1)cc[n+]1O,2.4
O=C(CC1S)NC1=O,6.65
OC(c1cncs1)=O,2.99
OC(c1cscn1)=O,2.9
OC(c1cscn1)=O,3.64
OC(c1nccs1)=O,2.57
OC(C1[NH2+]CSC1)=O,1.58
[O-]C(C1NCSC1)=O,6.23
[O-]C(C1NCSC1)=O,6.14
Nc(cccc1)c1O,9.71
Nc(cccc1)c1O,4.55
N[C@@H](CCCC1)[C@H]1O,9.35
N[C@H](CCCC1)[C@H]1O,9.72
Nc1cccc(O)c1,9.85
Nc1cccc(O)c1,4.29
N[C@@H](CCC1)C[C@H]1O,10.1
N[C@H](CCC1)C[C@H]1O,10.05
CN(C=C1)C=CC1=O,3.33
ONc1ccccc1,10.68
ONc1ccccc1,-0.32
Cc1c(C)onc1C,-1
O=Cc1cnccc1,3.73
OCc1cnccc1,5
CCN1CCOCC1,7.72
COc1cnccc1,4.89
O=Cc1ncccc1,3.86
OCc1ncccc1,4.66
COc1ncccc1,3.34
O=Cc1ccncc1,4.63
OCc1ccncc1,5.41
Nc(cc1)ccc1O,10.06
Nc(cc1)ccc1O,5.54
COc1ccncc1,6.65
C[n+]1cccc(O)c1,4.96
C[n+](cccc1)c1O,0.32
Cc1ccc[n+](O)c1,1.08
Cc(cc1)cc[n+]1O,1.29
C=CC(CN1)OC1=S,10.25
[O-]c1cccc(Cl)n1,7.76
[O-]c(ccnc1)c1Br,9.4
ON(C(CC1)=O)C1=O,6.04
OC(c1conc1)=O,3.39
CCNc1nnn[nH]1,6.12
CN(C)c1nnn[nH]1,5.92
Cn1n[n+](C)nc1N,2.5
CC(c1nnn[nH]1)[NH3+],2.63
CC(c1nnn[n-]1)N,8.77
[NH3+]CCc1nnn[nH]1,3.99
CCCn1ncnc1,2.36
Cc1ncncc1N,3.15
NCCc1c[nH]cn1,9.87
Nc(ccnc1)c1N,9.06
CNc1ncccn1,3.82
Cc1ccnc(N)n1,4.2
CN(C=CC=N1)C1=N,10.75
Nc1cccnc1N,6.84
CNc1ncncc1,6.12
Cc1cc(N)ncn1,6.25
NCCc1cnc[nH]1,9.4
[NH3+]CCc1c[nH]cn1,6.08
[NH3+]CCc1cnc[nH]1,6.28
Nc1nc([S-])[nH+]cc1,3.32
Nc1ccnc([S-])n1,10.63
Cc1nnc(C)n1O,6.5
Nc1nc([O-])[nH+]cc1,4.61
Nc1nccc([O-])n1,9.42
Nc1[nH+]ccc(O)n1,4.01
Cn1c(N)nc([O-])c1,13.4
Cn1c(N)[nH+]c(O)c1,4.9
Nc1ccnc([O-])n1,12.25
O/N=C/c1cnns1,7.64
C(C1)CN2N1CCC2,7.95
C(C1)N2CCN1CC2,8.75
C(C1)N2CC[NH+]1CC2,3.07
NC1(CC2)CC2CC1,10.19
C(C1)C2C=CN1CC2,9.82
C(C1)C2CCN1CC2,11.04
C[C@@H]1N(CC2)C[C@@H]2C1,10.62
C(C1)CN2C1CCC2,11.74
C/C=C\C=C/C(O)=O,4.51
C/C=C/C=C/C(O)=O,4.53
CCC/C=C/C(O)=O,4.71
CC#C/C=C/C(O)=O,4.2
CC/C=C/CC(O)=O,4.52
C/C=C/CCC(O)=O,4.72
CCCCCC(O)=O,4.85
C#CCCCC(O)=O,4.6
C=CC#CCC(O)=O,3.41
C/C=C/C#CC(O)=O,2.67
CC#CC#CC(O)=O,1.94
CC(C)/C=C/C(O)=O,4.7
CC(C)=CCC(O)=O,4.6
CC(C)CCC(O)=O,4.84
CC/C(/C)=C\C(O)=O,5.15
CC/C(/C)=C/C(O)=O,5.14
CCC(C)CC(O)=O,4.84
CC(C)(C)CC(O)=O,5.01
CCC(CC)C(O)=O,4.73
CCC(C)(C)C(O)=O,5.03
CCC(CC(C)=O)=O,9.36
CC(C(C)=O)C(C)=O,10.79
CC(C)C(CC=O)=O,6.68
CC(C)C(C(O)=O)Br,2.82
CCSC(C)C(O)=O,3.8
CC(C)SCC(O)=O,3.72
C[Si](C)(C)CC(O)=O,5.22
CCCSCC(O)=O,3.77
CC(O)SCCOC,14.21
CC(/C(/C)=C(\C)/O)=C,12.01
CC[As](CC)(CC)=O,3.71
C/C(/O)=C/C(OC)=O,9.48
CC(CC(OC)=O)=O,10.6
CC(CCC(O)=O)=O,4.63
C/C(/OC)=C/C(O)=O,5.81
OC(CCCC=O)=O,5.02
CCCC[As](O)(O)=O,3.01
N/C(/C(/N)=N/O)=N\O,11.34
N/C(/C(/N)=N/O)=N\O,2.97
CC(C)NCCC#N,8
CC(CNC)CNC,10.55
CCNN(CC)CC,7.08
CCN(CC)N(C)C,6.88
CCN(C)N(C)CC,6.8
CCCN(CCC)N,7
CC(C)(C(C)(C)N)N,10.13
CCCCNCCN,10.3
CCNCCNCC,10.46
CN(C)CCN(C)C,9.15
CCN(CC)CC#N,4.18
NCCCCCCN,10.97
CCN(CC)CCN,9.93
CC(CNC)C[NH2+]C,8.29
CC(C)(C(C)(C)[NH3+])N,6.56
CCCC[NH2+]CCN,7.53
CCNCC[NH2+]CC,7.7
CN(C)CC[NH+](C)C,6.04
NCCCCCC[NH3+],10.16
CC[NH+](CC)CCN,6.76
CC([N+]([O-])=O)[N+]([O-])=O,5.28
C/C(/C(/C)=N/O)=N\O,10.6
CCCCN[N+]([O-])=O,6.48
CC(C)CN[N+]([O-])=O,6.38
C/C(/C(/C)=N/O)=N\[O-],11.9
CC(CN)([N+]([O-])=O)Br,6.15
NCCNCCCO,9.67
CC(CNCCN)O,9.86
CC(C)C(C(N)=O)N,8
CNCC(N(C)C)=O,8.86
CN(C)C(N(C)C)=O,1.04
CC(O)=C(C#N)C#N,1
CC(C)(C)/C(/N)=N/O,5.8
NCCCNCCO,10.28
NCC[NH2+]CCCO,6.78
CC(CNCC[NH3+])O,6.94
C/C(/O)=N\[N+](C)(C)C,5.42
C/C(/CN(C)C)=N\[O-],10.9
NCCC[NH2+]CCO,8.19
O/N=C/C(/C=N/O)=O,7.65
C/C(/C(NO)=O)=N\O,7.74
C/C(/C([N-]O)=O)=N\O,11
CS(NC(N)=O)(=O)=O,5.1
NC(CS(N)(=O)=O)=O,9.7
CCCCCCCN,10.34
C#CCCCCCN,10.64
CC(C)C(C(C)C)N,10.4
CCCCCC(C)N,11.15
CCCCCC(C)N,10.8
CCC(CC)(CC)N,10.87
CCC(C)NC(C)C,11
CC(C)CNC(C)C,10.55
CN(C)CCCC#C,8.88
CC(C)(C)CN(C)C,9.75
CN(C)CC(CCl)Cl,7.5
CCN(CC)C(S)=S,3.95
CCCCSCCN,8.37
CCNC[Si](C)(C)C,11.11
CCN(CC)CCBr,7
CC(C)CSCCN,8.73
C[Si](C)(C)CCCN,10.75
NCCCCCCBr,10.6
CCN(CC)CC[S-],11.01
CC[NH+](CC)CCS,7.72
[O-][N+](C(CO)CO)=O,9.07
[O-][N+]([O-])=C(CO)CO,13.5
CCCNCC(O)=O,10.03
CC(C)C(C(O)=O)N,9.58
CC/C(/C(C)=O)=N/O,9.38
CC(CNCCO)O,8.81
CC(C)(C)C(NO)=O,9.59
CCOC(C(C)N)=O,7.8
CCOC(C(C)N)=O,7.8
CCC(CO)(CO)N,8.8
CN(CCO)CCO,8.51
CCOC(CCN)=O,9.13
CC(CC(O)=O)C#N,3.95
CCCC/C=[N+](\[O-])/O,4.5
CCC[NH2+]CC(O)=O,2.31
CC(C)[NH2+]CC(O)=O,2.35
CC[NH2+]C(C)C(O)=O,2.22
CC(C)(C(O)=O)[NH2+]C,2.2
CC(C)C(C(O)=O)[NH3+],2.41
CC(C)C(C(O)=O)[NH3+],2.32
CCCNCC([O-])=O,10.19
CC(C)NCC([O-])=O,10.06
CCNC(C)C([O-])=O,10.22
CC(C)(C([O-])=O)NC,10.75
CCC(C)(C([O-])=O)N,9.98
CCCC(C([O-])=O)N,9.86
CC(C)C(C([O-])=O)N,9.66
CNCCCC([O-])=O,10.78
CC(CCC([O-])=O)N,10.43
C[NH2+]CCCC(O)=O,4.03
CC(CCC(O)=O)[NH3+],4.13
CCNCCC([O-])=O,10.6
CN(C)CCC([O-])=O,9.85
CC[NH2+]CCC(O)=O,3.61
NCC/C=C/C([O-])=O,9.95
NCCCCC([O-])=O,10.78
[NH3+]CC/C=C/C(O)=O,3.83
[NH3+]CCCCC(O)=O,4.26
NS(C(F)(F)F)(=O)=O,6.33
NS(C(F)(F)Cl)(=O)=O,6.5
NS(C(F)(F)I)(=O)=O,6.79
NS(C(F)(F)Br)(=O)=O,6.53
CCN(CC)C(C)O,10.2
CC(CN(C)C)CO,9.75
CC(CCN(C)C)=O,8.95
CN(C)CCCOC,9.36
CC(C)(C)NCCO,10.11
CCN(CC)CCO,9.84
CC(C)(C=O)N(C)C,8.4
CCCC(OCC)=N,7.08
NCCCCCCO,10.62
CC[N+](CC)(CC)O,5.13
COCCNC(S)=S,2.85
CC(C)OC(NC)=S,11.56
CCCCNC(O)=S,0.67
CC(C)CNC(O)=S,0.38
CN(CCO)CCCl,7.5
CC(NOC(C)=O)=O,6.81
C/C(/C(CO)=O)=N\O,9.16
CC(C(C)=O)[N+]([O-])=O,5.15
CN(C)C(N(C)C)=N,13.6
CNCCNCCN,10.24
CN/C(/N(C)C)=N/C,13.9
C[NH2+]CCNCC[NH3+],4.64
C[NH2+]CCNCCN,9.57
NC(/C(/C#N)=N/O)=O,5.12
CNCC/C(/N)=N/O,9.6
CC(C/C(/N)=N/O)N,9.15
CC(CN)/C(/N)=N/O,9.15
C[NH2+]CC/C(/N)=N/O,3.6
CC(C/C(/N)=N/O)[NH3+],3.75
CC(C[NH3+])/C(/N)=N/O,3.65
CC(C(C(C)=CC(O1)=O)C1=O)=O,1.34
OC([C@H](CC1)[Se][Se][C@@H]1C(O)=O)=O,2.85
[O-]C([C@H](CC1)[Se][Se][C@@H]1C(O)=O)=O,3.67
CC(C)C(C=C1O)=CC=CC1=O,7.22
OC(C=C=Cc1ccccc1)=O,3.7
OC(CCCc1ccccc1)=O,4.78
OC(CCCC1CCCCC1)=O,4.95
OC(CC#Cc1ccccc1)=O,3.44
Cc1cccc(/C=C/C(O)=O)c1,4.44
Cc1ccc(/C=C/C(O)=O)cc1,4.56
Cc1ccc(CCC(O)=O)cc1,4.74
Cc1c(/C=C/C(O)=O)cccc1,4.5
CC(C)c(cc1)ccc1C(O)=O,4.31
CC(C)c(cccc1)c1C(O)=O,3.64
CC(C1CC(C)CCC1)C(O)=O,4.59
CC(C)c1cccc(C(O)=O)c1,4.27
CC(c(cc(C)c(C)c1)c1O)=O,11.56
CC(CC(c1ccccc1)=O)=O,8.69
COc(cc(CC=C)cc1)c1O,10
Cc1c(C)c(O)c(C)c(C)c1O,11.3
CCCCOc(cc1)ccc1O,10.23
Cc1c(C)c(O)c(C)c(C)c1[O-],12.79
OC(CSc(cc1)ccc1S)=O,3.77
OC(CCCCC1SSCC1)=O,4.82
Cc1cccc(SCC(O)=O)c1,3.52
Cc(cc1)ccc1SCC(O)=O,3.57
Cc1cccc([Se]CC(O)=O)c1,3.78
Cc(cc1)ccc1[Se]CC(O)=O,3.86
OC(/C(/I)=C/c1ccccc1)=O,3.3
OC(/C(/I)=C\c1ccccc1)=O,2.24
OC(CCc(cc1)ccc1Cl)=O,4.65
OC(/C=C\c1cccc(Cl)c1)=O,3.71
OS(CCCc1ccccc1)=O,2.05
OC(/C=C\SC1CCCCC1)=O,4.95
OC(/C=C/SC1CCCCC1)=O,4.7
OC(C#CSc1ccccc1)=O,2.11
Cc(cccc1)c1SCC(O)=O,3.46
Cc(cccc1)c1[Se]CC(O)=O,3.79
OC(/C=C(/c1ccccc1)\I)=O,3.4
OC(CSCc1ccccc1)=O,3.73
C=C(C(O)=O)SC1CCCCC1,3.4
OC([C@@H](C1)[C@@H](C(O)=O)OC1=O)=O,2.26
OC([C@H](C1)[C@@H](C(O)=O)OC1=O)=O,2.26
OC[C@@H]([C@@H](C(O)=C1O)OC1=O)O,4.16
OC[C@H]([C@@H](C(O)=C1O)OC1=O)O,4.13
[O-]C([C@H]([C@H](C1)C(O)=O)OC1=O)=O,3.82
[O-]C([C@H]([C@@H](C1)C(O)=O)OC1=O)=O,4.5
[O-]C([C@H]([C@H](CO)O)OC1=O)=C1O,11.33
[O-]C([C@H]([C@@H](CO)O)OC1=O)=C1O,11.61
CC(C)(C)Cc(cc1)ccc1O,10.71
CC(C)c(cc(C)c(C)c1)c1O,10.79
CCc(cc(C(C)C)cc1)c1O,10.77
CC(C)c1cc(O)c(C)cc1C,10.76
CC(C)(C)Cc(cccc1)c1O,10.69
CCc(ccc(C(C)C)c1)c1O,10.61
CCc(cc1)cc(C(C)C)c1O,10.82
CC(C)c(cc(C)cc1C)c1O,11.18
CC(C)c(cc1C)cc(C)c1O,10.9
CC(c1c(C)cc(C)cc1C)=O,17.61
CC(c1c(C)cc(C)cc1C)=O,10.69
CCCc1cc(Cl)cc(Cl)c1O,8.1
CCSC(c(cc1)ccc1Cl)=O,-5.02
CCSC(c1cccc(Br)c1)=O,-5.53
CC(C)c1cc(Cl)c(C)cc1O,9.98
CCSC(c1cc(C)ccc1)=O,-4.77
CCSC(c1ccc(C)cc1)=O,-4.2
C[S+](C)CC(c1ccccc1)=O,8.6
CC(c(cc1)cc(OC)c1O)=O,7.65
CC(C(C=C1O)=CC=CC1=O)=O,6.16
CC(C(C=CC1=O)=CC=C1O)=O,5.01
CC(C(C(C(C)(C)C)O1)=O)C1=O,4.84
OC(/C=C/c(cccc1)c1O)=O,4.56
Cc(ccc(C(O)=O)c1)c1OC,4.13
CCOc1cccc(C(O)=O)c1,4.17
OCC(C(O)=O)c1ccccc1,4.23
Cc1cccc(OCC(O)=O)c1,3.18
Cc(cc1)ccc1OCC(O)=O,3.15
Cc(cccc1)c1OCC(O)=O,3.17
CC(C(O)=O)(c1ccccc1)O,3.53
OC(C(Cc1ccccc1)=O)=O,2.68
Cc(cc1)ccc1C(C(O)=O)=O,1.52
CCOC(c1cc(O)ccc1)=O,9.05
OC(/C=C/c1cc(O)ccc1)=O,4.4
COc1ccc(CC(O)=O)cc1,4.36
CC(c1cccc(C(O)=O)c1)=O,3.84
Cc(cc(cc1)C(O)=O)c1OC,4.35
COCc(cc1)ccc1C(O)=O,4.18
CC(c(cc1)ccc1C(O)=O)=O,3.72
Cc(ccc(OC)c1)c1C(O)=O,3.84
Cc(cc(cc1)OC)c1C(O)=O,4.54
COCc(cccc1)c1C(O)=O,3.85
CC(C)([C@@H](C1)C(C)=O)[C@H]1C(O)=O,4.63
Cc1cccc(C(O)=O)c1OC,3.84
CCOc(cccc1)c1C(O)=O,4.18
Cc1cccc(OC)c1C(O)=O,3.46
Cc(cc1)cc(OC)c1C(O)=O,4.38
CCOc(cc1)ccc1C(O)=O,4.64
CC(c(cccc1)c1C(O)=O)=O,4.15
CC([C@@H](CC=CC1)[C@H]1C(O)=O)=O,4.4
Cc(c(OC)ccc1)c1C(O)=O,3.72
OC(C#COc1ccccc1)=O,3.09
OC(CC(O)=O)c1ccccc1,4.4
CCOC(c(cc1)ccc1O)=O,9.34
OC(/C=C\c(cc1)ccc1O)=O,4.08
OC(/C=C/c(cc1)ccc1O)=O,4.64
O[C@H]1CC[C@H](CCC(O)=O)CC1,4.86
Cc(cc1CO)cc(CO)c1O,9.92
CC(c1cccc(O)c1CO)O,9.9
Cc(cc1C=O)cc(C=O)c1O,6.2
CCOC(C(CCCC1)C1=O)=O,11.9
CC(C)(CC(C1C=O)=O)CC1=O,3.65
[O-]C(/C=C\c(cccc1)c1O)=O,10.66
[O-]C(/C=C/c(cccc1)c1O)=O,9.63
CC(c1ccc(CC(O)=O)s1)=O,3.8
NC(Nc1nc(N)nc(N)n1)=N,9.4
NCC(NCCc1c[nH]cn1)=O,8.04
COc(cc1N)nc(N)c1C#N,4.17
[NH3+]CC(NCCc1c[nH]cn1)=O,6.76
NC(Nc1c(C(O)=O)[nH+]c[nH]1)=O,2
NC(Nc1c(C([O-])=O)nc[nH]1)=O,12.2
NC(Nc1c(C([O-])=O)nc[nH]1)=O,4.9
CN(C)c(cc1)ccc1N(C)C,6.37
NCCNCCc1ccccc1,9.44
Cc1cccc(/N=C/N(C)C)c1,9.11
Cc(cccc1)c1/N=C/N(C)C,8.27
Cc(cc1)ccc1/N=C/N(C)C,9.21
NCCCCCc1ccncc1,10.3
NCCCCCc1cccnc1,10.34
NCCCCCc1ncccc1,10.38
Cc1ccc(CNCCN)cc1,9.41
CN(C)c(cc1)ccc1[NH+](C)C,2.5
NCC[NH2+]CCc1ccccc1,6.59
[NH3+]CCCCCc1ccncc1,5.99
[NH3+]CCCCCc1cccnc1,5.61
[NH3+]CCCCCc1ncccc1,5.7
Cc1ccc(CNCC[NH3+])cc1,6.51
CN(C)/C=N/c(cccc1)c1Cl,6.85
CN(C)/C=N/c(cccc1)c1Br,6.71
CN(C)c1cccc(NC=S)c1,11.78
NC(Cc1ccccc1)C(N)=S,7.15
CN(C)c(cc1)ccc1NC=S,11.96
CN(C)/C=N/c1cccc(Cl)c1,7.97
CN(C)/C=N/c1cccc(Br)c1,8.08
CN(C)c(cc1)ccc1SC#N,3.3
CN(C)/C=N/c(cc1)ccc1Cl,8.46
CN(C)/C=N/c(cc1)ccc1Br,8.1
NC(C(Cc1ccccc1)[NH3+])=S,-8.63
Cn1c(C(O)=O)c(C(O)=O)nc1,-0.56
OC(CC(C(NC1)=O)NC1=O)=O,3.93
NC([C@@H](C1)[C@@H](C(O)=O)NC1=O)=O,3
Cc1[nH+]c(C(O)=O)c(C([O-])=O)[nH]1,4.54
Cn1c(C([O-])=O)c(C([O-])=O)nc1,8
Cn1c(C(O)=O)c(C([O-])=O)nc1,3.9
Cn1c(C(O)=O)c(C(O)=O)[nH+]c1,-0.88
COC(CCCc1c[nH]cn1)=O,7.33
CCC(c1cc(C(C)=O)n[nH]1)=O,9.05
NC(/C(/c1ccccc1)=N\O)=O,10.1
NC(/C(/c1ccccc1)=N/O)=O,9.55
